pdb_id,organism_scientific_name,tax_id,organism_synonyms,rank,genus,superkingdom,journal,journal_volume,journal_first_page,journal_last_page,citation_title,citation_doi,journal_page,citation_year,pubmed_id,citation_authors,experimental_method,experiment_data_available,title,entry_authors,sample_preparation_method,detector,detector_type,synchrotron_beamline,beam_source_name,diffraction_protocol,structure_determination_method,refinement_software,spacegroup,beam_source_type,synchrotron_site,structure_solution_software,data_reduction_software,data_scaling_software,phasing_method,SG_center_name,SG_full_name,crystallisation_reservoir,crystallisation_ph,interacting_molecules,interacting_ligands,entity_weight,number_of_polymers,number_of_polymer_residues,number_of_polymer_entities,number_of_bound_entities,number_of_protein_chains,max_observed_residues,molecule_name,all_molecule_name,modified_residue_flag,molecule_type,mutation_type,entry_uniprot_accession,uniprot_id,molecule_synonym,gene_name,entity_id
2agx,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Science,312,,,Atomic description of an enzyme reaction dominated by proton tunneling.,10.1126/science.1126002,237-41,2006,16614214,"Masgrau L,Roujeinikova A,Johannissen LO,Hothi P,Basran J,Ranaghan KE,Mulholland AJ,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of the Schiff base intermediate in the reductive half-reaction of aromatic amine dehydrogenase (AADH) with tryptamine. P212121 form,"Masgrau L,Roujeinikova A,Johannissen LO,Hothi P,Basran J,Ranaghan KE,Mulholland AJ,Sutcliffe MJ,Scrutton NS,Leys D",Natural,CCD,MARRESEARCH,X11,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 21 21 21,,"EMBL/DESY\, Hamburg",AMoRE,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase heavy chain,TSH : 2-(1H-INDOL-3-YL)ETHANIMINE,14516.898,4,1986,2,1,4,121,Aralkylamine dehydrogenase light chain,,Y,Protein,,"P84887,P84888",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,1
2agx,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Science,312,,,Atomic description of an enzyme reaction dominated by proton tunneling.,10.1126/science.1126002,237-41,2006,16614214,"Masgrau L,Roujeinikova A,Johannissen LO,Hothi P,Basran J,Ranaghan KE,Mulholland AJ,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of the Schiff base intermediate in the reductive half-reaction of aromatic amine dehydrogenase (AADH) with tryptamine. P212121 form,"Masgrau L,Roujeinikova A,Johannissen LO,Hothi P,Basran J,Ranaghan KE,Mulholland AJ,Sutcliffe MJ,Scrutton NS,Leys D",Natural,CCD,MARRESEARCH,X11,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 21 21 21,,"EMBL/DESY\, Hamburg",AMoRE,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase light chain,TSH : 2-(1H-INDOL-3-YL)ETHANIMINE,40016.125,4,1986,2,1,4,359,Aralkylamine dehydrogenase heavy chain,,N,Protein,,"P84887,P84888",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,2
2hjb,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Biochemistry,46,,,Isotope effects reveal that para-substituted benzylamines are poor reactivity probes of the quinoprotein mechanism for aromatic amine dehydrogenase.,10.1021/bi7007239,9250-9,2007,17636875,"Hothi P,Roujeinikova A,Khadra KA,Lee M,Cullis P,Leys D,Scrutton NS",X-ray diffraction,y,Crystal structure of Alcaligenes faecalis AADH in complex with p-methoxybenzylamine,"Roujeinikova A,Leys D",Natural,CCD,MAR CCD 165 mm,ID14-1,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 21 21 21,,ESRF,,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase heavy chain,PZM : 1-(4-METHOXYPHENYL)METHANAMINE,14516.898,4,1986,2,1,4,122,Aralkylamine dehydrogenase light chain,,Y,Protein,,"P84888,P84887",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,1
2hjb,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Biochemistry,46,,,Isotope effects reveal that para-substituted benzylamines are poor reactivity probes of the quinoprotein mechanism for aromatic amine dehydrogenase.,10.1021/bi7007239,9250-9,2007,17636875,"Hothi P,Roujeinikova A,Khadra KA,Lee M,Cullis P,Leys D,Scrutton NS",X-ray diffraction,y,Crystal structure of Alcaligenes faecalis AADH in complex with p-methoxybenzylamine,"Roujeinikova A,Leys D",Natural,CCD,MAR CCD 165 mm,ID14-1,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 21 21 21,,ESRF,,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase light chain,PZM : 1-(4-METHOXYPHENYL)METHANAMINE,40016.125,4,1986,2,1,4,358,Aralkylamine dehydrogenase heavy chain,,N,Protein,,"P84888,P84887",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,2
1mae,Paracoccus versutus,34007,"Thiobacillus Rapidicrescen,Thiobacillus Versutus,Parve,Paracoccus Versutus (Thiobacillus Versutus),Paracoccus Bengalensis,Paracoccus Versutus,Paracoccus versutus,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,31,,,Active site structure of methylamine dehydrogenase: hydrazines identify C6 as the reactive site of the tryptophan-derived quinone cofactor.,10.1021/bi00155a036,9789-95,1992,1390754,"Huizinga EG,van Zanten BA,Duine JA,Jongejan JA,Huitema F,Wilson KS,Hol WG",X-ray diffraction,,The Active Site Structure of Methylamine Dehydrogenase: Hydrazines Identify C6 as the Reactive Site of the Tryptophan Derived Quinone Cofactor,"Huizinga EG,Vellieux FMD,Hol WGJ",Engineered,,,,,,,TNT,P 31 2 1,,,,,,,,,,,Methylamine dehydrogenase heavy chain,HDZ : NITROGEN MOLECULE,13654.172,2,995,2,1,2,124,Methylamine dehydrogenase light chain,,Y,Protein,,"P23006,P22641",DHML_PARVE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain,Methylamine dehydrogenase subunit beta","mauA,madB",1
1mae,Paracoccus versutus,34007,"Thiobacillus Rapidicrescen,Thiobacillus Versutus,Parve,Paracoccus Versutus (Thiobacillus Versutus),Paracoccus Bengalensis,Paracoccus Versutus,Paracoccus versutus,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,31,,,Active site structure of methylamine dehydrogenase: hydrazines identify C6 as the reactive site of the tryptophan-derived quinone cofactor.,10.1021/bi00155a036,9789-95,1992,1390754,"Huizinga EG,van Zanten BA,Duine JA,Jongejan JA,Huitema F,Wilson KS,Hol WG",X-ray diffraction,,The Active Site Structure of Methylamine Dehydrogenase: Hydrazines Identify C6 as the Reactive Site of the Tryptophan Derived Quinone Cofactor,"Huizinga EG,Vellieux FMD,Hol WGJ",Engineered,,,,,,,TNT,P 31 2 1,,,,,,,,,,,Methylamine dehydrogenase light chain,,38031.996,2,995,2,1,2,373,Methylamine dehydrogenase heavy chain,,N,Protein,Conflict,"P23006,P22641",DHMH_PARVE,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain,MADH","madA,mauB",2
2oiz,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,282,,,New insights into the reductive half-reaction mechanism of aromatic amine dehydrogenase revealed by reaction with carbinolamine substrates.,10.1074/jbc.M700677200,23766-77,2007,17475620,"Roujeinikova A,Hothi P,Masgrau L,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal Structure of the Tryptamine-Derived (Indol-3-Acetamide)-TTQ Adduct of Aromatic Amine Dehydrogenase,"Roujeinikova A,Leys D",Natural,CCD,MARRESEARCH,X11,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,"EMBL/DESY\, Hamburg",,"DENZO,MOSFLM",SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase light chain,TSR : 2-(1H-INDOL-3-YL)ACETAMIDE,40016.125,4,1987,2,2,4,361,Aralkylamine dehydrogenase heavy chain,,N,Protein,Conflict,"P84887,P84888",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,2
2oiz,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,282,,,New insights into the reductive half-reaction mechanism of aromatic amine dehydrogenase revealed by reaction with carbinolamine substrates.,10.1074/jbc.M700677200,23766-77,2007,17475620,"Roujeinikova A,Hothi P,Masgrau L,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal Structure of the Tryptamine-Derived (Indol-3-Acetamide)-TTQ Adduct of Aromatic Amine Dehydrogenase,"Roujeinikova A,Leys D",Natural,CCD,MARRESEARCH,X11,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,"EMBL/DESY\, Hamburg",,"DENZO,MOSFLM",SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase heavy chain,TSR : 2-(1H-INDOL-3-YL)ACETAMIDE,14516.898,4,1987,2,2,4,122,Aralkylamine dehydrogenase light chain,,Y,Protein,Modified residue,"P84887,P84888",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,1
2ojy,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,282,,,New insights into the reductive half-reaction mechanism of aromatic amine dehydrogenase revealed by reaction with carbinolamine substrates.,10.1074/jbc.M700677200,23766-77,2007,17475620,"Roujeinikova A,Hothi P,Masgrau L,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of indol-3-acetaldehyde derived TTQ-amide adduct of aromatic amine dehydrogenase,"Roujeinikova A,Leys D",Natural,,,,Rotating anode,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,,,d*TREK,d*TREK,,,,,6.0,Aralkylamine dehydrogenase heavy chain,TSR : 2-(1H-INDOL-3-YL)ACETAMIDE,14273.616,4,1982,2,1,4,119,Aralkylamine dehydrogenase light chain,,Y,Protein,Modified residue,"P84887,P84888",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,1
2ojy,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,282,,,New insights into the reductive half-reaction mechanism of aromatic amine dehydrogenase revealed by reaction with carbinolamine substrates.,10.1074/jbc.M700677200,23766-77,2007,17475620,"Roujeinikova A,Hothi P,Masgrau L,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of indol-3-acetaldehyde derived TTQ-amide adduct of aromatic amine dehydrogenase,"Roujeinikova A,Leys D",Natural,,,,Rotating anode,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,,,d*TREK,d*TREK,,,,,6.0,Aralkylamine dehydrogenase light chain,TSR : 2-(1H-INDOL-3-YL)ACETAMIDE,40113.24,4,1982,2,1,4,361,Aralkylamine dehydrogenase heavy chain,,N,Protein,,"P84887,P84888",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,2
2i0s,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,282,,,New insights into the reductive half-reaction mechanism of aromatic amine dehydrogenase revealed by reaction with carbinolamine substrates.,10.1074/jbc.M700677200,23766-77,2007,17475620,"Roujeinikova A,Hothi P,Masgrau L,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of aromatic amine dehydrogenase TTQ-phenylacetaldehyde adduct,"Roujeinikova A,Leys D",Natural,CCD,ADSC QUANTUM 315,ID29,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,ESRF,,MOSFLM,"SCALA,CCP4",,,,,6.0,Aralkylamine dehydrogenase heavy chain,HY1 : PHENYLACETALDEHYDE,13714.194,4,1938,2,1,4,124,Aralkylamine dehydrogenase light chain,,Y,Protein,,"P84887,P84888",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,1
2iup,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,281,,,Atomic level insight into the oxidative half-reaction of aromatic amine dehydrogenase.,10.1074/jbc.M605559200,40264-72,2006,17005560,"Roujeinikova A,Scrutton NS,Leys D",X-ray diffraction,y,CRYSTAL STRUCTURE OF DITHIONITE-REDUCED AROMATIC AMINE DEHYDROGENASE (AADH) FROM ALCALIGENES FAECALIS,"Roujeinikova A,Scrutton N,Leys D",Natural,CCD,ADSC CCD,ID14-1,Synchrotron,Single wavelength,OTHER,REFMAC,P 1 21 1,,ESRF,,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase light chain,,40016.125,4,1984,2,0,4,361,Aralkylamine dehydrogenase heavy chain,,N,Protein,,"P84888,P84887",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,1
2iup,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,281,,,Atomic level insight into the oxidative half-reaction of aromatic amine dehydrogenase.,10.1074/jbc.M605559200,40264-72,2006,17005560,"Roujeinikova A,Scrutton NS,Leys D",X-ray diffraction,y,CRYSTAL STRUCTURE OF DITHIONITE-REDUCED AROMATIC AMINE DEHYDROGENASE (AADH) FROM ALCALIGENES FAECALIS,"Roujeinikova A,Scrutton N,Leys D",Natural,CCD,ADSC CCD,ID14-1,Synchrotron,Single wavelength,OTHER,REFMAC,P 1 21 1,,ESRF,,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase heavy chain,,14516.898,4,1984,2,0,4,119,Aralkylamine dehydrogenase light chain,,Y,Protein,,"P84888,P84887",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,2
2iur,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,281,,,Atomic level insight into the oxidative half-reaction of aromatic amine dehydrogenase.,10.1074/jbc.M605559200,40264-72,2006,17005560,"Roujeinikova A,Scrutton N,Leys D",X-ray diffraction,y,"CRYSTAL STRUCTURE OF N-QUINOL FORM OF AROMATIC AMINE DEHYDROGENASE (AADH) FROM ALCALIGENES FAECALIS, FORM A COCRYSTAL","Roujeinikova A,Scrutton N,Leys D",Natural,CCD,ADSC CCD,ID14-1,Synchrotron,Single wavelength,OTHER,REFMAC,P 1 21 1,,ESRF,,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase light chain,,40016.125,4,1984,2,0,4,361,Aralkylamine dehydrogenase heavy chain,,N,Protein,,"P84888,P84887",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,1
2iur,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,281,,,Atomic level insight into the oxidative half-reaction of aromatic amine dehydrogenase.,10.1074/jbc.M605559200,40264-72,2006,17005560,"Roujeinikova A,Scrutton N,Leys D",X-ray diffraction,y,"CRYSTAL STRUCTURE OF N-QUINOL FORM OF AROMATIC AMINE DEHYDROGENASE (AADH) FROM ALCALIGENES FAECALIS, FORM A COCRYSTAL","Roujeinikova A,Scrutton N,Leys D",Natural,CCD,ADSC CCD,ID14-1,Synchrotron,Single wavelength,OTHER,REFMAC,P 1 21 1,,ESRF,,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase heavy chain,,14515.914,4,1984,2,0,4,122,Aralkylamine dehydrogenase light chain,,Y,Protein,,"P84888,P84887",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,2
2agw,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Science,312,,,Atomic description of an enzyme reaction dominated by proton tunneling.,10.1126/science.1126002,237-41,2006,16614214,"Masgrau L,Roujeinikova A,Johannissen LO,Hothi P,Basran J,Ranaghan KE,Mulholland AJ,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of tryptamine-reduced aromatic amine dehydrogenase (AADH) from Alcaligenes faecalis in complex with tryptamine,"Masgrau L,Roujeinikova A,Johannissen LO,Hothi P,Basran J,Ranaghan KE,Mulholland AJ,Sutcliffe MJ,Scrutton NS,Leys D",Natural,CCD,ADSC QUANTUM 4,ID14-1,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,ESRF,,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase heavy chain,TSS : 2-(1H-INDOL-3-YL)ETHANAMINE,14515.914,4,1986,2,1,4,119,Aralkylamine dehydrogenase light chain,,Y,Protein,,"P84887,P84888",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,1
2agw,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Science,312,,,Atomic description of an enzyme reaction dominated by proton tunneling.,10.1126/science.1126002,237-41,2006,16614214,"Masgrau L,Roujeinikova A,Johannissen LO,Hothi P,Basran J,Ranaghan KE,Mulholland AJ,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of tryptamine-reduced aromatic amine dehydrogenase (AADH) from Alcaligenes faecalis in complex with tryptamine,"Masgrau L,Roujeinikova A,Johannissen LO,Hothi P,Basran J,Ranaghan KE,Mulholland AJ,Sutcliffe MJ,Scrutton NS,Leys D",Natural,CCD,ADSC QUANTUM 4,ID14-1,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,ESRF,,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase light chain,TSS : 2-(1H-INDOL-3-YL)ETHANAMINE,40016.125,4,1986,2,1,4,361,Aralkylamine dehydrogenase heavy chain,,N,Protein,,"P84887,P84888",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,2
2hxc,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,281,,,Atomic level insight into the oxidative half-reaction of aromatic amine dehydrogenase.,10.1074/jbc.M605559200,40264-72,2006,17005560,"Roujeinikova A,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of the benzylamine complex of aromatic amine dehydrogenase in N-semiquinone form,"Roujeinikova A,Leys D",Natural,CCD,MAR CCD 165 mm,ID14-4,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,ESRF,,MOSFLM,"SCALA,CCP4",,,,,6.0,Aralkylamine dehydrogenase light chain,ABN : BENZYLAMINE,39958.023,4,1987,2,1,4,360,Aralkylamine dehydrogenase heavy chain,,N,Protein,Conflict,"P84887,P84888",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,2
2i0r,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,282,,,New insights into the reductive half-reaction mechanism of aromatic amine dehydrogenase revealed by reaction with carbinolamine substrates.,10.1074/jbc.M700677200,23766-77,2007,17475620,"Roujeinikova A,Hothi P,Masgrau L,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of aromatic amine dehydrogenase TTQ-formamide adduct,"Roujeinikova A,Leys D",Natural,CCD,ADSC QUANTUM 315,ID29,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,ESRF,,MOSFLM,"SCALA,CCP4",,,,,6.0,Aralkylamine dehydrogenase heavy chain,,13742.205,4,1940,2,0,4,124,Aralkylamine dehydrogenase light chain,,Y,Protein,,"P84887,P84888",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,1
2i0r,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,282,,,New insights into the reductive half-reaction mechanism of aromatic amine dehydrogenase revealed by reaction with carbinolamine substrates.,10.1074/jbc.M700677200,23766-77,2007,17475620,"Roujeinikova A,Hothi P,Masgrau L,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of aromatic amine dehydrogenase TTQ-formamide adduct,"Roujeinikova A,Leys D",Natural,CCD,ADSC QUANTUM 315,ID29,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,ESRF,,MOSFLM,"SCALA,CCP4",,,,,6.0,Aralkylamine dehydrogenase light chain,,39958.023,4,1940,2,0,4,360,Aralkylamine dehydrogenase heavy chain,,N,Protein,Conflict,"P84887,P84888",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,2
2iuv,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,281,,,Atomic level insight into the oxidative half-reaction of aromatic amine dehydrogenase.,10.1074/jbc.M605559200,40264-72,2006,17005560,"Roujeinikova A,Scrutton NS,Leys D",X-ray diffraction,y,"CRYSTAL STRUCTURE OF N-QUINOL FORM OF AROMATIC AMINE DEHYDROGENASE (AADH) FROM ALCALIGENES FAECALIS, FORM B","Roujeinikova A,Scrutton N,Leys D",Natural,CCD,ADSC CCD,ID14-1,Synchrotron,Single wavelength,OTHER,REFMAC,P 21 21 21,,ESRF,,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase light chain,,40016.125,4,1984,2,0,4,359,Aralkylamine dehydrogenase heavy chain,,N,Protein,,"P84888,P84887",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,1
